video,score
autumn.mp4,1.96781
sushi.mp4,1.79102
disco-ball.mp4,2.04059
dusk-city.mp4,2.21125
street-artist.mp4,2.14539
seal.mp4,1.52589
writing.mp4,1.81712
eiffel-tower.mp4,1.88741
christmas.mp4,2.15195
dark-city.mp4,2.51757
yoga.mp4,1.79015
airplane-window.mp4,2.09742
shuttle-landing.mp4,1.87881
moon.mp4,1.67694
swimming-pool.mp4,2.43797
ice-hockey.mp4,1.74257
beach.mp4,1.92635
flowing-river.mp4,2.49795
flower.mp4,2.71201
ice_cream.mp4,2.02937
crops-field.mp4,1.54605
jellyfish.mp4,1.95986
waves.mp4,1.26077
cloudy-sky.mp4,2.1444
traffic.mp4,2.05121
offroad-car.mp4,2.02515
police-car.mp4,1.89324
cooking.mp4,1.86588
coffee-machine.mp4,1.72988
dunes.mp4,1.53621
surfer.mp4,1.78708
photographer.mp4,1.88082
people-dancing.mp4,1.92565
bird-walking.mp4,1.37773
earth.mp4,2.09371
timelapse-night.mp4,2.57042
butterfly.mp4,2.51204
winter.mp4,2.48552
playing-basketball.mp4,1.8583
workers.mp4,1.75731
wind-turbine.mp4,1.05231
swing.mp4,1.96581
spaghetti.mp4,1.75462
gym-workout.mp4,1.68992
sketching.mp4,1.63715
strawberry-slicing.mp4,2.38401
work.mp4,1.35261
candles.mp4,2.13388
clown-fish.mp4,2.76502
food-market.mp4,2.09093
